LINE,LINE_NAME,REMAKE,REMAKE_LINK,PR,ITEM,ITEM1,ITEM2,ITEM3,CLASS,LENG,UNIT,COLOR,QTY,START_D,START_T,EST_COM_D,EST_COM_T,ACT_COM_D,ACT_COM_T,DELAY_DAY,COM_STATUS,COMP_PCS,MC_DATE,MC_TIME,STATUS,PRINT_D,PRINT_T,RUPUQ0,RUPTQ0
"315-11","5CN COMBI CHAIN                    ","","","PR00351685","8013607","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULGRE704   ","MCURBLK780                         ","CH",""," ","VN158",11,20250109,1,20250110,235959,20250110,121322,"ONTIME","COMPLETED",11,20250109,163750,"01E",20250109,75918,20251117,134657
"315-11","5CN COMBI CHAIN                    ","","","PR00351655","8012972","05 CNF CHAIN PB16 DYED             ","COMB-B EL-115 GREEN-F MCULWHT403   ","MCURBLU075                         ","CH",""," ","VN149",15,20250109,1,20250110,235959,20250110,121420,"ONTIME","COMPLETED",15.6,20250109,133946,"01E",20250109,842,20251014,102830
"315-11","5CN COMBI CHAIN                    ","","","PR00351685","8013607","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULGRE704   ","MCURBLK780                         ","CH",""," ","VN158",11,20250109,1,20250110,235959,20250110,121322,"ONTIME","COMPLETED",11,20250109,163750,"01E",20250109,75918,20251031,213321
"315-11","5CN COMBI CHAIN                    ","","","PR00351625","8012973","05 CNF CHAIN PB16 DYED             ","COMB-B EL-115 GREEN-F MCULBLU075   ","MCURWHT403                         ","CH",""," ","VN148",7.8,20250109,1,20250110,235959,20250110,121136,"ONTIME","COMPLETED",7.8,20250110,94635,"01E",20250109,938,20251118,145022
"315-11","5CN COMBI CHAIN                    ","","","PR00351675","8010839","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULGRE704 ","MCURFC-1                           ","CH",""," ","VN154",142.4,20250109,1,20250110,235959,20250110,121234,"ONTIME","COMPLETED",144.3,20250109,164228,"01E",20250109,81654,20251016,131744
"315-92","SAMPLE 5CN COMBI CHAIN             ","","","PR00419535","6893770","05 CNF CHAIN PB16 DYED             ","COMB-A EL-820 GREEN-F MCU-RED154   ","                                   ","CH",""," ","  580",19.7,20250110,1,20250110,235959,20250110,121352,"ONTIME","COMPLETED",19.7,20250109,225538,"01E",20250109,175848,20251127,101137
"315-11","5CN COMBI CHAIN                    ","","","PR00351625","8012973","05 CNF CHAIN PB16 DYED             ","COMB-B EL-115 GREEN-F MCULBLU075   ","MCURWHT403                         ","CH",""," ","VN148",15.6,20250109,1,20250110,235959,20250110,121136,"ONTIME","COMPLETED",33.4,20250110,94635,"01E",20250109,938,20251124,231404
"315-11","5CN COMBI CHAIN                    ","","","PR00342945","8012976","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULFC-1   ","MCURGRE704                         ","CH",""," ","VN143",183.2,20250108,140001,20250110,140000,20250110,121518,"ONTIME","COMPLETED",180.6,20250109,70849,"01E",20250108,113116,20251127,32319
"315-11","5CN COMBI CHAIN                    ","","","PR00351665","8012972","05 CNF CHAIN PB16 DYED             ","COMB-B EL-115 GREEN-F MCULWHT403   ","MCURBLU075                         ","CH",""," ","VN149",15.6,20250109,1,20250110,235959,20250110,121354,"ONTIME","COMPLETED",15.6,20250109,131805,"01E",20250109,842,20251014,102830
"315-11","5CN COMBI CHAIN                    ","","","PR00342975","8010839","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULGRE704 ","MCURFC-1                           ","CH",""," ","VN154",600,20250108,140001,20250110,140000,20250110,121353,"ONTIME","COMPLETED",602.9,20250109,71932,"01E",20250108,113146,20251015,180116
"315-11","5CN COMBI CHAIN                    ","","","PR00342955","8012976","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULFC-1   ","MCURGRE704                         ","CH",""," ","VN143",600,20250108,140001,20250110,140000,20250110,121235,"ONTIME","COMPLETED",604.5,20250109,72111,"01E",20250108,113116,20251124,133516
"315-11","5CN COMBI CHAIN                    ","","","PR00351685","8013607","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULGRE704   ","MCURBLK780                         ","CH",""," ","VN158",10.8,20250109,1,20250110,235959,20250110,121322,"ONTIME","COMPLETED",10.8,20250109,163750,"01E",20250109,75918,20251117,134657
"315-11","5CN COMBI CHAIN                    ","","","PR00351695","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",20.4,20250109,1,20250110,235959,20250110,121422,"ONTIME","COMPLETED",19,20250109,163817,"01E",20250109,75918,20251117,134657
"315-11","5CN COMBI CHAIN                    ","","","PR00351665","8012972","05 CNF CHAIN PB16 DYED             ","COMB-B EL-115 GREEN-F MCULWHT403   ","MCURBLU075                         ","CH",""," ","VN149",25.2,20250109,1,20250110,235959,20250110,121354,"ONTIME","COMPLETED",26.1,20250109,131805,"01E",20250109,842,20251014,102830
"315-01","3CF COMBI CHAIN                    ","","","PR00349675","6900397","03 CF CHAIN PB12 DYED              ","COMB-A EL-V6F53 GREEN-F MCU-GRE277 ","                                   ","CH",""," ","V6F53",305.1,20250109,1,20250110,235959,20250110,121325,"ONTIME","COMPLETED",308.2,20250109,110134,"01E",20250108,185739,20251119,215740
"315-11","5CN COMBI CHAIN                    ","","","PR00351675","8010839","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULGRE704 ","MCURFC-1                           ","CH",""," ","VN154",142.4,20250109,1,20250110,235959,20250110,121234,"ONTIME","COMPLETED",144.3,20250109,164228,"01E",20250109,81654,20251114,105813
"315-11","5CN COMBI CHAIN                    ","","","PR00351645","8012972","05 CNF CHAIN PB16 DYED             ","COMB-B EL-115 GREEN-F MCULWHT403   ","MCURBLU075                         ","CH",""," ","VN149",453.6,20250109,1,20250110,235959,20250110,121452,"ONTIME","COMPLETED",459,20250109,141529,"01E",20250109,842,20251124,231404
"315-11","5CN COMBI CHAIN                    ","","","PR00351695","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",18.7,20250109,1,20250110,235959,20250110,121422,"ONTIME","COMPLETED",18.7,20250109,163817,"01E",20250109,75918,20250227,104412
"315-11","5CN COMBI CHAIN                    ","","","PR00351655","8012972","05 CNF CHAIN PB16 DYED             ","COMB-B EL-115 GREEN-F MCULWHT403   ","MCURBLU075                         ","CH",""," ","VN149",3.7,20250109,1,20250110,235959,20250110,121420,"ONTIME","COMPLETED",3.7,20250109,133946,"01E",20250109,842,20251124,231404
"315-11","5CN COMBI CHAIN                    ","","","PR00351625","8012973","05 CNF CHAIN PB16 DYED             ","COMB-B EL-115 GREEN-F MCULBLU075   ","MCURWHT403                         ","CH",""," ","VN148",7.8,20250109,1,20250110,235959,20250110,121136,"ONTIME","COMPLETED",7.8,20250110,94635,"01E",20250109,938,20250410,203033
"315-11","5CN COMBI CHAIN                    ","","","PR00351685","8013607","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULGRE704   ","MCURBLK780                         ","CH",""," ","VN158",15.6,20250109,1,20250110,235959,20250110,121322,"ONTIME","COMPLETED",15.3,20250109,163750,"01E",20250109,75918,20251031,213321
"315-92","SAMPLE 5CN COMBI CHAIN             ","","","PR00419535","6893770","05 CNF CHAIN PB16 DYED             ","COMB-A EL-820 GREEN-F MCU-RED154   ","                                   ","CH",""," ","  580",19.7,20250110,1,20250110,235959,20250110,121352,"ONTIME","COMPLETED",25.3,20250109,225538,"01E",20250109,175848,20251127,101137
"315-11","5CN COMBI CHAIN                    ","","","PR00351685","8013607","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULGRE704   ","MCURBLK780                         ","CH",""," ","VN158",9,20250109,1,20250110,235959,20250110,121322,"ONTIME","COMPLETED",9,20250109,163750,"01E",20250109,75918,20251117,134657
"315-11","5CN COMBI CHAIN                    ","","","PR00342945","8012976","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULFC-1   ","MCURGRE704                         ","CH",""," ","VN143",183.2,20250108,140001,20250110,140000,20250110,121518,"ONTIME","COMPLETED",180.6,20250109,70849,"01E",20250108,113116,20251127,1909
"315-11","5CN COMBI CHAIN                    ","","","PR00349685","8010839","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULGRE704 ","MCURFC-1                           ","CH",""," ","VN154",3.7,20250109,1,20250110,235959,20250110,121324,"ONTIME","COMPLETED",3.7,20250109,22219,"01E",20250108,190110,20251107,55555
"315-11","5CN COMBI CHAIN                    ","","","PR00351685","8013607","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULGRE704   ","MCURBLK780                         ","CH",""," ","VN158",9,20250109,1,20250110,235959,20250110,121322,"ONTIME","COMPLETED",9,20250109,163750,"01E",20250109,75918,20251031,213321
"315-11","5CN COMBI CHAIN                    ","","","PR00342945","8012976","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULFC-1   ","MCURGRE704                         ","CH",""," ","VN143",183.2,20250108,140001,20250110,140000,20250110,121518,"ONTIME","COMPLETED",180.6,20250109,70849,"01E",20250108,113116,20251106,112112
"315-11","5CN COMBI CHAIN                    ","","","PR00349685","8010839","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULGRE704 ","MCURFC-1                           ","CH",""," ","VN154",9.7,20250109,1,20250110,235959,20250110,121324,"ONTIME","COMPLETED",9.7,20250109,22219,"01E",20250108,190110,20251112,32715
"315-01","3CF COMBI CHAIN                    ","","","PR00349675","6900397","03 CF CHAIN PB12 DYED              ","COMB-A EL-V6F53 GREEN-F MCU-GRE277 ","                                   ","CH",""," ","V6F53",122.4,20250109,1,20250110,235959,20250110,121325,"ONTIME","COMPLETED",122.4,20250109,110134,"01E",20250108,185739,20251119,215740
"315-11","5CN COMBI CHAIN                    ","","","PR00342975","8010839","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULGRE704 ","MCURFC-1                           ","CH",""," ","VN154",600,20250108,140001,20250110,140000,20250110,121353,"ONTIME","COMPLETED",602.9,20250109,71932,"01E",20250108,113146,20251117,113506
"315-11","5CN COMBI CHAIN                    ","","","PR00351695","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",18.7,20250109,1,20250110,235959,20250110,121422,"ONTIME","COMPLETED",18.7,20250109,163817,"01E",20250109,75918,20251031,213321
"315-11","5CN COMBI CHAIN                    ","","","PR00342945","8012976","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULFC-1   ","MCURGRE704                         ","CH",""," ","VN143",183.2,20250108,140001,20250110,140000,20250110,121518,"ONTIME","COMPLETED",180.6,20250109,70849,"01E",20250108,113116,20250419,175544
"315-11","5CN COMBI CHAIN                    ","","","PR00342955","8012976","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULFC-1   ","MCURGRE704                         ","CH",""," ","VN143",600,20250108,140001,20250110,140000,20250110,121235,"ONTIME","COMPLETED",604.5,20250109,72111,"01E",20250108,113116,20251126,173841
"315-11","5CN COMBI CHAIN                    ","","","PR00351655","8012972","05 CNF CHAIN PB16 DYED             ","COMB-B EL-115 GREEN-F MCULWHT403   ","MCURBLU075                         ","CH",""," ","VN149",7,20250109,1,20250110,235959,20250110,121420,"ONTIME","COMPLETED",7,20250109,133946,"01E",20250109,842,20251124,231404
"315-11","5CN COMBI CHAIN                    ","","","PR00351595","8012976","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULFC-1   ","MCURGRE704                         ","CH",""," ","VN143",9.5,20250109,1,20250110,235959,20250110,121423,"ONTIME","COMPLETED",9.5,20250109,163414,"01E",20250109,81715,20251114,105813
"315-11","5CN COMBI CHAIN                    ","","","PR00351595","8012976","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULFC-1   ","MCURGRE704                         ","CH",""," ","VN143",9.5,20250109,1,20250110,235959,20250110,121423,"ONTIME","COMPLETED",9.5,20250109,163414,"01E",20250109,81715,20251016,131744
"315-11","5CN COMBI CHAIN                    ","","","PR00351605","8012973","05 CNF CHAIN PB16 DYED             ","COMB-B EL-115 GREEN-F MCULBLU075   ","MCURWHT403                         ","CH",""," ","VN148",138.7,20250109,1,20250110,235959,20250110,121421,"ONTIME","COMPLETED",136.7,20250110,918,"01E",20250109,911,20251124,231404
"315-92","SAMPLE 5CN COMBI CHAIN             ","","","PR00419535","6893770","05 CNF CHAIN PB16 DYED             ","COMB-A EL-820 GREEN-F MCU-RED154   ","                                   ","CH",""," ","  580",19.7,20250110,1,20250110,235959,20250110,121352,"ONTIME","COMPLETED",25.3,20250109,225538,"01E",20250109,175848,20251008,205349
"315-11","5CN COMBI CHAIN                    ","","","PR00351665","8012972","05 CNF CHAIN PB16 DYED             ","COMB-B EL-115 GREEN-F MCULWHT403   ","MCURBLU075                         ","CH",""," ","VN149",15.6,20250109,1,20250110,235959,20250110,121354,"ONTIME","COMPLETED",15.6,20250109,131805,"01E",20250109,842,20251124,231404
"315-11","5CN COMBI CHAIN                    ","","","PR00342965","8010839","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULGRE704 ","MCURFC-1                           ","CH",""," ","VN154",153.9,20250108,140001,20250110,140000,20250110,121323,"ONTIME","COMPLETED",150.9,20250109,65646,"01E",20250108,114025,"",""
"315-11","5CN COMBI CHAIN                    ","","","PR00351645","8012972","05 CNF CHAIN PB16 DYED             ","COMB-B EL-115 GREEN-F MCULWHT403   ","MCURBLU075                         ","CH",""," ","VN149",453.6,20250109,1,20250110,235959,20250110,121452,"ONTIME","COMPLETED",459,20250109,141529,"01E",20250109,842,20251014,102830
"315-11","5CN COMBI CHAIN                    ","","","PR00342945","8012976","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULFC-1   ","MCURGRE704                         ","CH",""," ","VN143",183.2,20250108,140001,20250110,140000,20250110,121518,"ONTIME","COMPLETED",180.6,20250109,70849,"01E",20250108,113116,"",""
"315-11","5CN COMBI CHAIN                    ","","","PR00349685","8010839","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULGRE704 ","MCURFC-1                           ","CH",""," ","VN154",9.7,20250109,1,20250110,235959,20250110,121324,"ONTIME","COMPLETED",9.7,20250109,22219,"01E",20250108,190110,20251107,55555
"315-11","5CN COMBI CHAIN                    ","","","PR00351585","8012976","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULFC-1   ","MCURGRE704                         ","CH",""," ","VN143",147.5,20250109,1,20250110,235959,20250110,121450,"ONTIME","COMPLETED",147.6,20250109,163431,"01E",20250109,81714,20251114,105813
"315-11","5CN COMBI CHAIN                    ","","","PR00351615","8012973","05 CNF CHAIN PB16 DYED             ","COMB-B EL-115 GREEN-F MCULBLU075   ","MCURWHT403                         ","CH",""," ","VN148",466,20250109,1,20250110,235959,20250110,121451,"ONTIME","COMPLETED",469.3,20250109,143254,"01E",20250109,912,20251118,145022
"315-11","5CN COMBI CHAIN                    ","","","PR00351695","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",9,20250109,1,20250110,235959,20250110,121422,"ONTIME","COMPLETED",9,20250109,163817,"01E",20250109,75918,20251117,134657
"315-11","5CN COMBI CHAIN                    ","","","PR00349685","8010839","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULGRE704 ","MCURFC-1                           ","CH",""," ","VN154",7,20250109,1,20250110,235959,20250110,121324,"ONTIME","COMPLETED",7,20250109,22219,"01E",20250108,190110,20251126,194837
"315-11","5CN COMBI CHAIN                    ","","","PR00351655","8012972","05 CNF CHAIN PB16 DYED             ","COMB-B EL-115 GREEN-F MCULWHT403   ","MCURBLU075                         ","CH",""," ","VN149",7.8,20250109,1,20250110,235959,20250110,121420,"ONTIME","COMPLETED",7.8,20250109,133946,"01E",20250109,842,20251118,150540
"315-11","5CN COMBI CHAIN                    ","","","PR00349685","8010839","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULGRE704 ","MCURFC-1                           ","CH",""," ","VN154",9.7,20250109,1,20250110,235959,20250110,121324,"ONTIME","COMPLETED",9.7,20250109,22219,"01E",20250108,190110,20251126,194837
"315-11","5CN COMBI CHAIN                    ","","","PR00351645","8012972","05 CNF CHAIN PB16 DYED             ","COMB-B EL-115 GREEN-F MCULWHT403   ","MCURBLU075                         ","CH",""," ","VN149",453.6,20250109,1,20250110,235959,20250110,121452,"ONTIME","COMPLETED",459,20250109,141529,"01E",20250109,842,20250410,203033
"315-11","5CN COMBI CHAIN                    ","","","PR00351655","8012972","05 CNF CHAIN PB16 DYED             ","COMB-B EL-115 GREEN-F MCULWHT403   ","MCURBLU075                         ","CH",""," ","VN149",3.7,20250109,1,20250110,235959,20250110,121420,"ONTIME","COMPLETED",3.7,20250109,133946,"01E",20250109,842,20251118,150540
"315-11","5CN COMBI CHAIN                    ","","","PR00351685","8013607","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULGRE704   ","MCURBLK780                         ","CH",""," ","VN158",10.8,20250109,1,20250110,235959,20250110,121322,"ONTIME","COMPLETED",10.8,20250109,163750,"01E",20250109,75918,20250227,104412
